,Unnamed: 0,cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,year,month,day,hour,time_of_day
3489,3489,2867,14.0,14.0,57.0,26.0,scattered clouds,0.0,0.0,spring,2015,May,29,17,Afternoon
3490,3490,2737,14.0,14.0,51.0,26.5,scattered clouds,0.0,0.0,spring,2015,May,29,18,Evening
3491,3491,1775,13.5,13.5,55.0,27.0,scattered clouds,0.0,0.0,spring,2015,May,29,19,Evening
3492,3492,1190,13.0,13.0,55.0,24.0,scattered clouds,0.0,0.0,spring,2015,May,29,20,Evening
3493,3493,783,13.0,13.0,53.0,18.0,scattered clouds,0.0,0.0,spring,2015,May,29,21,Evening
3494,3494,671,12.0,12.0,54.0,17.0,Clear,0.0,0.0,spring,2015,May,29,22,Evening
3495,3495,566,12.0,12.0,56.0,22.0,Clear,0.0,0.0,spring,2015,May,29,23,Evening
3496,3496,468,11.5,11.5,58.0,17.5,Clear,0.0,1.0,spring,2015,May,30,0,MidNight
3497,3497,373,9.5,7.5,66.5,14.0,Clear,0.0,1.0,spring,2015,May,30,1,MidNight
3498,3498,258,9.0,6.0,73.5,19.0,Clear,0.0,1.0,spring,2015,May,30,2,MidNight
3499,3499,188,9.0,6.0,76.0,19.5,Clear,0.0,1.0,spring,2015,May,30,3,MidNight
3500,3500,119,8.0,5.0,84.5,18.0,Clear,0.0,1.0,spring,2015,May,30,4,MidNight
3501,3501,107,9.0,6.0,82.0,17.0,Clear,0.0,1.0,spring,2015,May,30,5,MidNight
3502,3502,121,9.5,7.5,79.0,15.0,Clear,0.0,1.0,spring,2015,May,30,6,Morning
3503,3503,287,11.5,11.5,69.5,17.0,Clear,0.0,1.0,spring,2015,May,30,7,Morning
3504,3504,574,13.0,13.0,59.0,17.0,scattered clouds,0.0,1.0,spring,2015,May,30,8,Morning
3505,3505,1031,13.0,13.0,59.0,18.5,scattered clouds,0.0,1.0,spring,2015,May,30,9,Morning
3506,3506,1525,15.0,15.0,46.5,19.5,scattered clouds,0.0,1.0,spring,2015,May,30,10,Morning
3507,3507,1809,15.0,15.0,41.5,18.5,scattered clouds,0.0,1.0,spring,2015,May,30,11,Morning
3508,3508,2217,15.5,15.5,40.5,17.0,scattered clouds,0.0,1.0,spring,2015,May,30,12,Afternoon
3509,3509,2517,15.5,15.5,40.5,17.0,Clear,0.0,1.0,spring,2015,May,30,13,Afternoon
3510,3510,2579,16.0,16.0,36.0,16.5,Clear,0.0,1.0,spring,2015,May,30,14,Afternoon
3511,3511,2715,17.0,17.0,37.0,17.5,Clear,0.0,1.0,spring,2015,May,30,15,Afternoon
3512,3512,2707,17.5,17.5,35.5,21.0,Clear,0.0,1.0,spring,2015,May,30,16,Afternoon
3513,3513,2547,17.5,17.5,43.0,19.5,Clear,0.0,1.0,spring,2015,May,30,17,Afternoon
3514,3514,2073,16.0,16.0,52.0,22.0,scattered clouds,0.0,1.0,spring,2015,May,30,18,Evening
3515,3515,1654,15.0,15.0,51.5,23.0,Clear,0.0,1.0,spring,2015,May,30,19,Evening
3516,3516,1166,14.0,14.0,51.0,20.0,Clear,0.0,1.0,spring,2015,May,30,20,Evening
3517,3517,812,13.0,13.0,63.0,18.0,Clear,0.0,1.0,spring,2015,May,30,21,Evening
3518,3518,723,12.0,12.0,69.5,15.0,Clear,0.0,1.0,spring,2015,May,30,22,Evening
3519,3519,636,12.0,12.0,72.0,11.0,Broken clouds,0.0,1.0,spring,2015,May,30,23,Evening
3520,3520,601,12.0,12.0,74.5,11.0,Broken clouds,0.0,1.0,spring,2015,May,31,0,MidNight
3521,3521,345,12.0,12.0,79.5,14.0,Rain,0.0,1.0,spring,2015,May,31,1,MidNight
3522,3522,240,11.0,11.0,88.0,12.0,Rain,0.0,1.0,spring,2015,May,31,2,MidNight
3523,3523,167,11.5,11.5,85.0,15.0,Rain,0.0,1.0,spring,2015,May,31,3,MidNight
3524,3524,79,12.0,12.0,88.0,15.0,Rain,0.0,1.0,spring,2015,May,31,4,MidNight
3525,3525,56,13.0,13.0,88.0,16.0,Rain,0.0,1.0,spring,2015,May,31,5,MidNight
3526,3526,81,13.5,13.5,91.0,23.5,Rain,0.0,1.0,spring,2015,May,31,6,Morning
3527,3527,151,14.0,14.0,88.0,23.0,Rain,0.0,1.0,spring,2015,May,31,7,Morning
3528,3528,272,14.5,14.5,85.0,26.0,Broken clouds,0.0,1.0,spring,2015,May,31,8,Morning
3529,3529,549,15.0,15.0,82.0,26.0,Broken clouds,0.0,1.0,spring,2015,May,31,9,Morning
3530,3530,551,15.0,15.0,88.0,24.0,Rain,0.0,1.0,spring,2015,May,31,10,Morning
3531,3531,783,15.5,15.5,85.5,21.0,Rain,0.0,1.0,spring,2015,May,31,11,Morning
3532,3532,909,16.0,16.0,83.0,22.0,Broken clouds,0.0,1.0,spring,2015,May,31,12,Afternoon
3533,3533,695,15.5,15.5,82.5,24.0,Rain,0.0,1.0,spring,2015,May,31,13,Afternoon
3534,3534,1042,16.0,16.0,77.5,25.5,Broken clouds,0.0,1.0,spring,2015,May,31,14,Afternoon
3535,3535,1219,16.0,16.0,65.5,31.5,Broken clouds,0.0,1.0,spring,2015,May,31,15,Afternoon
3536,3536,1337,16.0,16.0,59.0,26.0,Broken clouds,0.0,1.0,spring,2015,May,31,16,Afternoon
3537,3537,1372,15.0,15.0,59.0,30.5,Broken clouds,0.0,1.0,spring,2015,May,31,17,Afternoon
3538,3538,1302,14.5,14.5,57.0,29.0,scattered clouds,0.0,1.0,spring,2015,May,31,18,Evening
3539,3539,1082,14.5,14.5,48.0,31.0,scattered clouds,0.0,1.0,spring,2015,May,31,19,Evening
3540,3540,821,13.5,13.5,42.5,27.5,Clear,0.0,1.0,spring,2015,May,31,20,Evening
3541,3541,581,13.0,13.0,47.0,21.0,Clear,0.0,1.0,spring,2015,May,31,21,Evening
3542,3542,448,12.5,12.5,45.5,19.5,Clear,0.0,1.0,spring,2015,May,31,22,Evening
3543,3543,315,11.0,11.0,60.0,22.0,Clear,0.0,1.0,spring,2015,May,31,23,Evening
3544,3544,226,10.0,7.5,67.0,19.5,Clear,0.0,0.0,summer,2015,June,1,0,MidNight
3545,3545,114,10.0,8.0,67.0,18.0,Clear,0.0,0.0,summer,2015,June,1,1,MidNight
3546,3546,65,9.0,6.5,73.5,16.0,Clear,0.0,0.0,summer,2015,June,1,2,MidNight
3547,3547,34,9.0,6.5,73.5,16.0,Clear,0.0,0.0,summer,2015,June,1,3,MidNight
3548,3548,51,9.0,6.5,71.0,17.0,Clear,0.0,0.0,summer,2015,June,1,4,MidNight
3549,3549,139,9.0,7.0,71.0,15.0,Clear,0.0,0.0,summer,2015,June,1,5,MidNight
3550,3550,625,9.5,7.5,71.5,15.0,Clear,0.0,0.0,summer,2015,June,1,6,Morning
3551,3551,2190,11.0,11.0,64.5,18.0,Clear,0.0,0.0,summer,2015,June,1,7,Morning
3552,3552,4183,12.0,12.0,58.5,22.0,scattered clouds,0.0,0.0,summer,2015,June,1,8,Morning
3553,3553,2077,13.5,13.5,53.0,23.0,scattered clouds,0.0,0.0,summer,2015,June,1,9,Morning
3554,3554,904,14.5,14.5,48.0,25.0,scattered clouds,0.0,0.0,summer,2015,June,1,10,Morning
3555,3555,894,15.0,15.0,49.5,25.0,scattered clouds,0.0,0.0,summer,2015,June,1,11,Morning
3556,3556,1165,13.5,13.5,64.0,26.0,Rain,0.0,0.0,summer,2015,June,1,12,Afternoon
3557,3557,1204,12.0,12.0,72.0,26.0,Rain,0.0,0.0,summer,2015,June,1,13,Afternoon
3558,3558,1061,14.0,14.0,59.0,26.0,scattered clouds,0.0,0.0,summer,2015,June,1,14,Afternoon
3559,3559,1136,14.0,14.0,55.0,29.0,scattered clouds,0.0,0.0,summer,2015,June,1,15,Afternoon
3560,3560,1645,14.0,14.0,53.0,28.5,scattered clouds,0.0,0.0,summer,2015,June,1,16,Afternoon
3561,3561,2764,13.0,13.0,57.0,29.5,Rain,0.0,0.0,summer,2015,June,1,17,Afternoon
3562,3562,3273,14.0,14.0,53.0,27.0,scattered clouds,0.0,0.0,summer,2015,June,1,18,Evening
3563,3563,1868,13.5,13.5,57.0,26.0,scattered clouds,0.0,0.0,summer,2015,June,1,19,Evening
3564,3564,1053,13.0,13.0,61.0,25.0,scattered clouds,0.0,0.0,summer,2015,June,1,20,Evening
3565,3565,591,13.0,13.0,65.0,27.0,Rain,0.0,0.0,summer,2015,June,1,21,Evening
3566,3566,363,13.0,13.0,67.0,34.0,Rain,0.0,0.0,summer,2015,June,1,22,Evening
3567,3567,239,12.0,12.0,77.0,34.0,Rain,0.0,0.0,summer,2015,June,1,23,Evening
3568,3568,153,12.0,12.0,77.0,36.0,Rain,0.0,0.0,summer,2015,June,2,0,MidNight
3569,3569,67,13.0,13.0,77.0,40.0,Rain,0.0,0.0,summer,2015,June,2,1,MidNight
3570,3570,51,13.0,13.0,82.0,36.0,Rain,0.0,0.0,summer,2015,June,2,2,MidNight
3571,3571,38,13.5,13.5,82.0,35.0,Cloudy,0.0,0.0,summer,2015,June,2,3,MidNight
3572,3572,57,14.0,14.0,82.0,32.0,Broken clouds,0.0,0.0,summer,2015,June,2,4,MidNight
3573,3573,113,14.0,14.0,88.0,30.0,Rain,0.0,0.0,summer,2015,June,2,5,MidNight
3574,3574,604,14.0,14.0,88.0,29.5,Broken clouds,0.0,0.0,summer,2015,June,2,6,Morning
3575,3575,1830,15.0,15.0,82.0,29.5,Broken clouds,0.0,0.0,summer,2015,June,2,7,Morning
3576,3576,3700,16.0,16.0,80.0,32.0,Rain,0.0,0.0,summer,2015,June,2,8,Morning
3577,3577,1991,16.0,16.0,83.0,33.0,Cloudy,0.0,0.0,summer,2015,June,2,9,Morning
3578,3578,916,16.5,16.5,80.0,36.0,Broken clouds,0.0,0.0,summer,2015,June,2,10,Morning
3579,3579,807,17.0,17.0,77.0,33.0,Broken clouds,0.0,0.0,summer,2015,June,2,11,Morning
3580,3580,968,16.5,16.5,80.0,35.0,Cloudy,0.0,0.0,summer,2015,June,2,12,Afternoon
3581,3581,906,17.0,17.0,77.0,38.0,Broken clouds,0.0,0.0,summer,2015,June,2,13,Afternoon
3582,3582,915,17.5,17.5,70.5,41.0,Broken clouds,0.0,0.0,summer,2015,June,2,14,Afternoon
3583,3583,1081,18.5,18.5,66.0,43.5,Broken clouds,0.0,0.0,summer,2015,June,2,15,Afternoon
3584,3584,1550,19.0,19.0,60.0,40.0,Broken clouds,0.0,0.0,summer,2015,June,2,16,Afternoon
3585,3585,3419,19.0,19.0,56.0,39.0,scattered clouds,0.0,0.0,summer,2015,June,2,17,Afternoon
3586,3586,3474,18.0,18.0,60.0,34.0,scattered clouds,0.0,0.0,summer,2015,June,2,18,Evening
3587,3587,2088,17.0,17.0,64.0,31.0,scattered clouds,0.0,0.0,summer,2015,June,2,19,Evening
3588,3588,1349,16.0,16.0,68.0,26.0,scattered clouds,0.0,0.0,summer,2015,June,2,20,Evening
3589,3589,869,15.0,15.0,72.0,25.0,Broken clouds,0.0,0.0,summer,2015,June,2,21,Evening
3590,3590,620,14.5,14.5,74.5,26.0,Broken clouds,0.0,0.0,summer,2015,June,2,22,Evening
3591,3591,373,14.0,14.0,74.5,24.0,Clear,0.0,0.0,summer,2015,June,2,23,Evening
3592,3592,202,14.0,14.0,67.0,22.0,Broken clouds,0.0,0.0,summer,2015,June,3,0,MidNight
3593,3593,138,14.0,14.0,67.0,21.0,Clear,0.0,0.0,summer,2015,June,3,1,MidNight
3594,3594,55,13.5,13.5,69.5,20.0,Clear,0.0,0.0,summer,2015,June,3,2,MidNight
3595,3595,53,13.0,13.0,72.0,20.0,Cloudy,0.0,0.0,summer,2015,June,3,3,MidNight
3596,3596,38,12.5,12.5,74.5,23.0,scattered clouds,0.0,0.0,summer,2015,June,3,4,MidNight
3597,3597,135,13.0,13.0,72.0,20.5,scattered clouds,0.0,0.0,summer,2015,June,3,5,MidNight
3598,3598,735,13.0,13.0,72.0,18.5,scattered clouds,0.0,0.0,summer,2015,June,3,6,Morning
3599,3599,2380,14.0,14.0,67.0,23.0,scattered clouds,0.0,0.0,summer,2015,June,3,7,Morning
3600,3600,4607,15.0,15.0,59.0,25.0,scattered clouds,0.0,0.0,summer,2015,June,3,8,Morning
3601,3601,2404,16.0,16.0,51.5,26.0,scattered clouds,0.0,0.0,summer,2015,June,3,9,Morning
3602,3602,1137,16.0,16.0,50.0,21.5,Broken clouds,0.0,0.0,summer,2015,June,3,10,Morning
3603,3603,1058,18.0,18.0,41.5,25.0,scattered clouds,0.0,0.0,summer,2015,June,3,11,Morning
3604,3604,1462,17.5,17.5,41.0,21.0,scattered clouds,0.0,0.0,summer,2015,June,3,12,Afternoon
3605,3605,1458,18.5,18.5,38.5,19.0,Clear,0.0,0.0,summer,2015,June,3,13,Afternoon
3606,3606,1437,19.0,19.0,39.0,19.5,Clear,0.0,0.0,summer,2015,June,3,14,Afternoon
3607,3607,1498,19.0,19.0,39.0,15.5,Clear,0.0,0.0,summer,2015,June,3,15,Afternoon
3608,3608,2135,20.0,20.0,37.5,15.0,Clear,0.0,0.0,summer,2015,June,3,16,Afternoon
3609,3609,3891,18.5,18.5,40.0,15.0,Clear,0.0,0.0,summer,2015,June,3,17,Afternoon
3610,3610,4096,18.5,18.5,38.5,13.0,Clear,0.0,0.0,summer,2015,June,3,18,Evening
3611,3611,2558,19.0,19.0,38.5,15.0,Clear,0.0,0.0,summer,2015,June,3,19,Evening
3612,3612,1576,18.0,18.0,44.5,12.0,Clear,0.0,0.0,summer,2015,June,3,20,Evening
3613,3613,1114,17.0,17.0,43.5,6.5,Clear,0.0,0.0,summer,2015,June,3,21,Evening
3614,3614,698,15.5,15.5,53.5,2.0,Clear,0.0,0.0,summer,2015,June,3,22,Evening
3615,3615,512,14.5,14.5,57.0,3.0,Clear,0.0,0.0,summer,2015,June,3,23,Evening
3616,3616,291,14.0,14.0,61.0,2.0,Clear,0.0,0.0,summer,2015,June,4,0,MidNight
3617,3617,169,13.0,13.0,65.0,6.0,Clear,0.0,0.0,summer,2015,June,4,1,MidNight
3618,3618,139,12.5,12.5,69.5,5.0,Clear,0.0,0.0,summer,2015,June,4,2,MidNight
3619,3619,81,12.0,12.0,67.0,3.0,Clear,0.0,0.0,summer,2015,June,4,3,MidNight
3620,3620,70,11.0,11.0,77.0,2.0,Clear,0.0,0.0,summer,2015,June,4,4,MidNight
3621,3621,132,11.5,11.5,74.5,0.0,Clear,0.0,0.0,summer,2015,June,4,5,MidNight
3622,3622,728,14.0,14.0,65.0,2.0,Clear,0.0,0.0,summer,2015,June,4,6,Morning
3623,3623,2488,15.5,15.5,61.0,3.0,Clear,0.0,0.0,summer,2015,June,4,7,Morning
3624,3624,4581,16.0,16.0,52.0,7.5,Clear,0.0,0.0,summer,2015,June,4,8,Morning
3625,3625,2447,18.0,18.0,46.0,12.0,Clear,0.0,0.0,summer,2015,June,4,9,Morning
3626,3626,1227,18.5,18.5,46.0,15.0,Clear,0.0,0.0,summer,2015,June,4,10,Morning
3627,3627,1272,20.0,20.0,41.5,17.0,Clear,0.0,0.0,summer,2015,June,4,11,Morning
3628,3628,1695,20.5,20.5,46.0,19.5,scattered clouds,0.0,0.0,summer,2015,June,4,12,Afternoon
3629,3629,1734,21.0,21.0,43.0,21.5,Clear,0.0,0.0,summer,2015,June,4,13,Afternoon
3630,3630,1676,21.5,21.0,45.0,24.0,Clear,0.0,0.0,summer,2015,June,4,14,Afternoon
3631,3631,1908,22.0,21.0,42.5,24.0,Clear,0.0,0.0,summer,2015,June,4,15,Afternoon
3632,3632,2584,22.0,21.0,37.0,20.0,Clear,0.0,0.0,summer,2015,June,4,16,Afternoon
3633,3633,4322,22.0,21.0,30.5,18.5,Clear,0.0,0.0,summer,2015,June,4,17,Afternoon
3634,3634,4365,21.0,20.5,45.5,16.0,Clear,0.0,0.0,summer,2015,June,4,18,Evening
3635,3635,2782,18.5,18.5,58.0,22.0,Clear,0.0,0.0,summer,2015,June,4,19,Evening
3636,3636,1900,17.5,17.5,62.0,18.5,Clear,0.0,0.0,summer,2015,June,4,20,Evening
3637,3637,1313,16.0,16.0,68.0,16.0,Clear,0.0,0.0,summer,2015,June,4,21,Evening
3638,3638,875,15.0,15.0,72.0,18.0,Clear,0.0,0.0,summer,2015,June,4,22,Evening
3639,3639,672,15.0,15.0,77.0,16.0,Clear,0.0,0.0,summer,2015,June,4,23,Evening
3640,3640,398,14.0,14.0,82.0,13.0,Clear,0.0,0.0,summer,2015,June,5,0,MidNight
3641,3641,199,14.0,14.0,82.0,14.0,Clear,0.0,0.0,summer,2015,June,5,1,MidNight
3642,3642,190,14.0,14.0,82.0,11.0,Clear,0.0,0.0,summer,2015,June,5,2,MidNight
3643,3643,473,15.5,15.5,88.0,8.0,rain with thunderstorm,0.0,0.0,summer,2015,June,5,6,Morning
3644,3644,1935,17.5,17.5,83.0,7.5,Clear,0.0,0.0,summer,2015,June,5,7,Morning
3645,3645,3793,18.5,18.5,83.0,9.0,Clear,0.0,0.0,summer,2015,June,5,8,Morning
3646,3646,2335,22.0,22.0,71.0,7.5,Clear,0.0,0.0,summer,2015,June,5,9,Morning
3647,3647,1259,24.5,24.5,63.0,14.0,Clear,0.0,0.0,summer,2015,June,5,10,Morning
3648,3648,1138,24.0,24.0,65.0,21.0,scattered clouds,0.0,0.0,summer,2015,June,5,11,Morning
3649,3649,1568,23.0,23.0,61.0,26.0,Clear,0.0,0.0,summer,2015,June,5,12,Afternoon
3650,3650,1700,24.0,24.0,55.5,19.5,Clear,0.0,0.0,summer,2015,June,5,13,Afternoon
3651,3651,1558,24.5,24.5,47.0,20.5,Clear,0.0,0.0,summer,2015,June,5,14,Afternoon
3652,3652,1877,25.0,25.0,44.0,18.0,Clear,0.0,0.0,summer,2015,June,5,15,Afternoon
3653,3653,2529,24.0,24.0,52.0,25.0,Clear,0.0,0.0,summer,2015,June,5,16,Afternoon
3654,3654,3995,23.0,23.0,53.0,25.0,scattered clouds,0.0,0.0,summer,2015,June,5,17,Afternoon
3655,3655,3411,23.0,23.0,50.0,26.0,scattered clouds,0.0,0.0,summer,2015,June,5,18,Evening
3656,3656,2207,21.5,21.5,55.0,29.5,scattered clouds,0.0,0.0,summer,2015,June,5,19,Evening
3657,3657,1531,19.0,19.0,60.0,30.0,scattered clouds,0.0,0.0,summer,2015,June,5,20,Evening
3658,3658,1077,16.5,16.5,50.5,28.0,Clear,0.0,0.0,summer,2015,June,5,21,Evening
3659,3659,729,15.0,15.0,49.5,30.0,Clear,0.0,0.0,summer,2015,June,5,22,Evening
3660,3660,661,14.0,14.0,57.0,26.0,Clear,0.0,0.0,summer,2015,June,5,23,Evening
3661,3661,515,12.5,12.5,61.0,21.0,Clear,0.0,1.0,summer,2015,June,6,0,MidNight
3662,3662,379,12.0,12.0,67.0,25.0,Clear,0.0,1.0,summer,2015,June,6,1,MidNight
3663,3663,225,12.0,12.0,65.0,22.5,Clear,0.0,1.0,summer,2015,June,6,2,MidNight
3664,3664,169,11.0,11.0,74.5,19.5,Clear,0.0,1.0,summer,2015,June,6,3,MidNight
3665,3665,119,10.5,9.5,79.5,16.0,Clear,0.0,1.0,summer,2015,June,6,4,MidNight
3666,3666,92,11.0,11.0,72.0,16.0,Clear,0.0,1.0,summer,2015,June,6,5,MidNight
3667,3667,151,12.0,12.0,67.0,20.0,Clear,0.0,1.0,summer,2015,June,6,6,Morning
3668,3668,314,12.5,12.5,65.0,22.0,Clear,0.0,1.0,summer,2015,June,6,7,Morning
3669,3669,699,14.5,14.5,55.0,24.0,Clear,0.0,1.0,summer,2015,June,6,8,Morning
3670,3670,1172,15.5,15.5,48.0,26.0,scattered clouds,0.0,1.0,summer,2015,June,6,9,Morning
3671,3671,1675,16.0,16.0,43.5,23.0,scattered clouds,0.0,1.0,summer,2015,June,6,10,Morning
3672,3672,2066,17.0,17.0,42.0,24.0,scattered clouds,0.0,1.0,summer,2015,June,6,11,Morning
3673,3673,2459,17.0,17.0,40.5,29.5,scattered clouds,0.0,1.0,summer,2015,June,6,12,Afternoon
3674,3674,2742,18.5,18.5,36.0,28.0,Clear,0.0,1.0,summer,2015,June,6,13,Afternoon
3675,3675,2891,19.0,19.0,36.0,29.0,Clear,0.0,1.0,summer,2015,June,6,14,Afternoon
3676,3676,2969,19.5,19.5,36.0,27.0,Clear,0.0,1.0,summer,2015,June,6,15,Afternoon
3677,3677,2945,20.0,20.0,35.0,27.0,Clear,0.0,1.0,summer,2015,June,6,16,Afternoon
3678,3678,2850,19.5,19.5,36.0,27.5,Clear,0.0,1.0,summer,2015,June,6,17,Afternoon
3679,3679,2685,18.0,18.0,40.0,27.0,Clear,0.0,1.0,summer,2015,June,6,18,Evening
3680,3680,1889,17.5,17.5,42.5,28.0,Clear,0.0,1.0,summer,2015,June,6,19,Evening
3681,3681,1139,16.5,16.5,42.0,24.0,Clear,0.0,1.0,summer,2015,June,6,20,Evening
3682,3682,904,16.0,16.0,42.0,25.0,Clear,0.0,1.0,summer,2015,June,6,21,Evening
3683,3683,921,15.0,15.0,48.0,20.5,Clear,0.0,1.0,summer,2015,June,6,22,Evening
3684,3684,850,13.5,13.5,55.0,19.5,Clear,0.0,1.0,summer,2015,June,6,23,Evening
3685,3685,696,13.0,13.0,59.0,15.0,Clear,0.0,1.0,summer,2015,June,7,0,MidNight
3686,3686,519,11.5,11.5,65.0,11.0,Clear,0.0,1.0,summer,2015,June,7,1,MidNight
3687,3687,381,11.5,11.5,67.0,15.0,Clear,0.0,1.0,summer,2015,June,7,2,MidNight
3688,3688,272,11.0,11.0,72.0,10.0,Clear,0.0,1.0,summer,2015,June,7,3,MidNight
3689,3689,150,10.0,9.0,76.0,9.0,Clear,0.0,1.0,summer,2015,June,7,4,MidNight
3690,3690,115,10.0,9.0,76.0,8.0,Clear,0.0,1.0,summer,2015,June,7,5,MidNight
3691,3691,144,11.5,11.5,72.0,9.0,Clear,0.0,1.0,summer,2015,June,7,6,Morning
3692,3692,232,13.0,13.0,67.0,13.0,Clear,0.0,1.0,summer,2015,June,7,7,Morning
3693,3693,454,14.0,14.0,63.0,10.0,Clear,0.0,1.0,summer,2015,June,7,8,Morning
3694,3694,1001,15.5,15.5,53.5,13.0,scattered clouds,0.0,1.0,summer,2015,June,7,9,Morning
3695,3695,1533,15.5,15.5,51.5,10.0,Broken clouds,0.0,1.0,summer,2015,June,7,10,Morning
3696,3696,2255,16.5,16.5,46.5,10.0,Broken clouds,0.0,1.0,summer,2015,June,7,11,Morning
3697,3697,2778,17.5,17.5,42.5,10.0,scattered clouds,0.0,1.0,summer,2015,June,7,12,Afternoon
3698,3698,3068,18.0,18.0,38.5,12.0,Clear,0.0,1.0,summer,2015,June,7,13,Afternoon
3699,3699,3248,18.5,18.5,39.0,12.0,Clear,0.0,1.0,summer,2015,June,7,14,Afternoon
3700,3700,3307,19.0,19.0,35.0,13.0,Clear,0.0,1.0,summer,2015,June,7,15,Afternoon
3701,3701,3196,20.0,20.0,34.0,10.0,Clear,0.0,1.0,summer,2015,June,7,16,Afternoon
3702,3702,3027,20.0,20.0,33.0,11.0,Clear,0.0,1.0,summer,2015,June,7,17,Afternoon
3703,3703,2870,19.0,19.0,36.0,14.0,Clear,0.0,1.0,summer,2015,June,7,18,Evening
3704,3704,2294,19.0,19.0,33.5,15.0,Clear,0.0,1.0,summer,2015,June,7,19,Evening
3705,3705,1772,16.5,16.5,50.0,17.0,Clear,0.0,1.0,summer,2015,June,7,20,Evening
3706,3706,1062,14.0,14.0,74.5,22.0,Clear,0.0,1.0,summer,2015,June,7,21,Evening
3707,3707,634,13.0,13.0,79.5,19.5,Clear,0.0,1.0,summer,2015,June,7,22,Evening
3708,3708,399,12.5,12.5,79.5,12.0,Clear,0.0,1.0,summer,2015,June,7,23,Evening
3709,3709,278,12.5,12.5,74.5,5.5,Clear,0.0,0.0,summer,2015,June,8,0,MidNight
3710,3710,171,13.0,13.0,72.0,2.0,Clear,0.0,0.0,summer,2015,June,8,1,MidNight
3711,3711,102,12.0,12.0,77.0,4.0,scattered clouds,0.0,0.0,summer,2015,June,8,2,MidNight
3712,3712,43,11.0,11.0,82.0,6.5,Clear,0.0,0.0,summer,2015,June,8,3,MidNight
3713,3713,55,10.5,10.5,85.0,6.0,Clear,0.0,0.0,summer,2015,June,8,4,MidNight
3714,3714,138,10.0,9.5,82.0,6.5,Clear,0.0,0.0,summer,2015,June,8,5,MidNight
3715,3715,675,11.0,11.0,72.0,8.0,Clear,0.0,0.0,summer,2015,June,8,6,Morning
3716,3716,2267,12.5,12.5,65.0,7.0,Clear,0.0,0.0,summer,2015,June,8,7,Morning
3717,3717,4507,14.0,14.0,63.0,7.0,Clear,0.0,0.0,summer,2015,June,8,8,Morning
3718,3718,2323,15.5,15.5,53.5,10.0,scattered clouds,0.0,0.0,summer,2015,June,8,9,Morning
3719,3719,1132,16.0,16.0,48.5,12.0,Broken clouds,0.0,0.0,summer,2015,June,8,10,Morning
3720,3720,1053,16.0,16.0,45.0,17.0,Broken clouds,0.0,0.0,summer,2015,June,8,11,Morning
3721,3721,1323,17.0,17.0,43.5,16.0,Clear,0.0,0.0,summer,2015,June,8,12,Afternoon
3722,3722,1346,17.0,17.0,42.0,18.0,Clear,0.0,0.0,summer,2015,June,8,13,Afternoon
3723,3723,1324,16.5,16.5,55.5,21.5,Rain,0.0,0.0,summer,2015,June,8,14,Afternoon
3724,3724,1387,16.0,16.0,55.0,22.0,scattered clouds,0.0,0.0,summer,2015,June,8,15,Afternoon
3725,3725,1930,15.0,15.0,59.0,28.0,scattered clouds,0.0,0.0,summer,2015,June,8,16,Afternoon
3726,3726,3721,15.0,15.0,61.0,22.0,Broken clouds,0.0,0.0,summer,2015,June,8,17,Afternoon
3727,3727,3492,14.0,14.0,67.0,22.0,Broken clouds,0.0,0.0,summer,2015,June,8,18,Evening
3728,3728,2133,13.5,13.5,69.5,20.0,Broken clouds,0.0,0.0,summer,2015,June,8,19,Evening
3729,3729,1349,13.0,13.0,69.5,18.0,scattered clouds,0.0,0.0,summer,2015,June,8,20,Evening
3730,3730,909,13.0,13.0,59.0,19.0,Clear,0.0,0.0,summer,2015,June,8,21,Evening
3731,3731,575,12.0,12.0,63.0,14.0,Clear,0.0,0.0,summer,2015,June,8,22,Evening
3732,3732,354,10.5,9.5,69.0,13.0,Clear,0.0,0.0,summer,2015,June,8,23,Evening
3733,3733,205,9.5,7.5,73.5,14.0,Clear,0.0,0.0,summer,2015,June,9,0,MidNight
3734,3734,123,9.0,7.0,76.0,14.0,Clear,0.0,0.0,summer,2015,June,9,1,MidNight
3735,3735,104,9.0,7.0,76.0,15.0,Clear,0.0,0.0,summer,2015,June,9,2,MidNight
3736,3736,44,9.0,7.0,76.0,14.0,scattered clouds,0.0,0.0,summer,2015,June,9,3,MidNight
3737,3737,37,9.0,6.5,76.0,16.0,Clear,0.0,0.0,summer,2015,June,9,4,MidNight
3738,3738,132,9.0,6.0,76.0,18.0,Cloudy,0.0,0.0,summer,2015,June,9,5,MidNight
3739,3739,792,9.5,6.5,73.5,20.0,scattered clouds,0.0,0.0,summer,2015,June,9,6,Morning
3740,3740,2460,10.5,9.5,69.0,19.5,scattered clouds,0.0,0.0,summer,2015,June,9,7,Morning
3741,3741,4615,12.0,12.0,60.5,25.0,scattered clouds,0.0,0.0,summer,2015,June,9,8,Morning
3742,3742,2347,13.0,13.0,55.0,26.0,scattered clouds,0.0,0.0,summer,2015,June,9,9,Morning
3743,3743,1130,13.5,13.5,49.5,24.0,scattered clouds,0.0,0.0,summer,2015,June,9,10,Morning
3744,3744,1059,14.0,14.0,46.0,23.0,scattered clouds,0.0,0.0,summer,2015,June,9,11,Morning
